,레시피명,재료,방법,열량,탄수화물,단백질,지방,나트륨
314,어묵 잡채,"돼지고기(70g), 어묵(100g), 아삭이고추(30g), 빨강 파프리카(25g), 노랑 파프리카(25g), 콩나물(150g), 소금(0.3g), 후춧가루(0.3g), 굴소스(5g), 참기름(1g)","['돼지고기, 어묵, 아삭이고추, 파프리카는 채 썬다.', '콩나물은 찬물에 헹궈 체에 밭친다.', '채 썬 돼지고기에 밑간을 한다.', '중간 불로 달군 팬에 밑간한 돼지고기를 넣어 3분간 볶는다.', '채 썬 재료와 어묵을 넣어 5분간 볶는다.', '굴소스를 넣어 1~2분간 볶고 참기름을 두른 뒤 고루 섞는다.']",221.9,16.2,21.2,8.0,689.5
315,토마토 비빔국수,"양파(20g), 바질(10g), 삶은 달걀(1개), 쌀국수(100g), 토마토(200g), 고추장(½Ts), 고춧가루(½Ts), 꿀(1Ts)","['양파, 바질은 채 썰고, 삶은 달걀은 반으로 자른다.', '채 썬 양파는 찬물에 담가 체에 밭쳐 물기를 제거한다.', '믹서에 비빔소스 재료를 넣고 갈아 비빔소스를 만든다.', '끓는 물(8컵)에 쌀국수를 넣어 2분 삶아 찬물에 헹궈 체에 밭친다.', '그릇에 쌀국수 → 비빔소스 → 양파, 바질 → 달걀 순으로 얹고 마무리한다.']",346.0,69.7,9.9,3.0,128.7
316,멸치 전복 저염국수,"전복(2개), 애호박(20g), 표고버섯(15g), 당근(20g), 달걀지단(흰자, 노른자 각각 1장), 삶은 쌀소면(80g), 식용유(5㎖), 멸치(5g), 황태포(2g), 다시마(3g), 대파(100g), 양파(60g), 통후추(2g), 고춧가루(3g), 저염 간장(5g), 식초(2g), 다진 파(1g), 다진 마늘(1g), 참기름(1g)","['약한 불에 멸치와 황태포를 5분간 볶은 뒤 나머지 육수 재료와 물(1L)을 넣어 끓어오르면 30분간 끓이고 체에 밭쳐 거른다.', '건진 멸치는 잘게 다지고, 전복은 껍질과 내장을 제거한 뒤 칼집을 넣고, 애호박, 표고버섯, 당근, 달걀지단은 채 썬다.', '잘게 다진 멸치에 멸치 양념장 재료를 넣어 멸치 양념장을 만든다.', '냄비에 육수를 붓고 약한 불에 손질한 전복을 넣어 5분간 익힌다.', '중간 불로 달군 팬에 식용유(5㎖)를 두른 뒤 손질한 채소를 볶는다.', '그릇에 삶은 소면 → 볶은 재료 → 익힌 전복 순으로 담고 육수를 붓는다.']",179.0,29.9,8.3,2.9,294.2
317,유부초절임,"사과 20g, 유부 5g, 양배추 15g, 당근 10g, 설탕 3g, 식초 15g, 오이 15g, 다시마 5g","['유부와 다시마를 데친다.', '데친 유부의 물기를 짜내고 채썬다.', '데친 다시마를 채썬다.', '양배추와 당근, 사과, 오이를 채썬다.', '설탕과 식초, 후추를 섞어 소스를 만든다.', '채썬 재료와 소스를 섞어 버무린다.']",34.32,6.11,1.45,0.46,4.22
318,토마토 미소 된장국,"토마토 50g, 두부 30g, 양파 15g, 표고버섯 15g, 멸치 5g, 고추 8g, 대파 3g, 다시마 2g, 미소된장 30g","['멸치, 다시마를 끓여 육수를 만든다.', '두부, 양파, 표고버섯, 고추, 대파를 먹기 좋은 크기로 썬다.', '냄비에 물을 끓여 토마토를 5분 정도 익힌다.', '토마토 껍질을 제거하고 적당한 크기로 썰어 씨를 제거한다.', '육수에 미소 된장을 풀고 양파, 표고버섯을 넣는다.', '토마토와 대파를 넣는다.']",46.85,5.29,3.43,1.33,630.14
319,미역 미소국,"?필수  : 건미역(2g), 가다랑어포(0.3g)?양념 : 미소된장(3g), 미향(0.3g), 물(350g)","['건미역을 물에 불린다.', '불린 미역을 잘게 썬다.', '냄비에 물(350g)과 가다랑어포를 넣어 우려내 육수를 만든다.', '육수에 미소된장을 곱게 푼다.', '국에 미역을 넣어 한소끔 끓인다.', '미향을 넣어 마무리한다.']",15.1,2.8,0.9,0.0,196.8
320,검은콩부추전,"검정콩(서리태) 2.7g, 밀가루 5.3g, 부침가루 5.3g, 홍고추 0.25g, 풋고추 0.25g, 당근 1.2g, 부추 5.9g, 깐양파 3.7g, 애호박 5.3g, 달걀 1.0g, 콩기름 2.0g, 국간장 0.4g","['부추는 깨끗이 씻어 4~5cm 길이로 썬다.', '애호박, 당근, 양파는 가늘게 채썬다.', '홍고추, 풋고추는 어슷하게 썬다.', '검정콩은 삶아서 거칠게 갈고, 콩을 삶은 물은 보관한다.', '모든 재료를 섞고 콩 삶은 물로 반죽 농도를 맞춘다.', '1인 분량씩 노릇하게 부친다.']",62.3,9.2,2.8,1.6,65.9
321,채소말이와 고구마가지구이,"가지(½개+20g), 양배추(70g), 빨강 파프리카(20g), 당근(20g), 청경채(1단), 달걀지단(3개 분량), 구운 김(1장), 불린 라이스페이퍼(2장), 깻잎(2장), 찐 고구마(200g), 우유(15g), 무염 버터(20g), 다진 마늘(5g), 무염 치즈(15g), 생크림(75g), 후춧가루(0.5g), 식용 꽃(노란색 2개), 파슬리가루(2g), 식용유(35ml)","['가지(½개)는 반 갈라 속을 파고, 나머지 가지(20g), 양배추(50g), 빨강 파프리카, 당근은 채 썰고, 양배추(20g)와 청경채는 한입 크기로 썰고, 달걀지단은 채 썬다.', '찐 고구마는 껍질을 벗겨 우유와 생크림, 무염 버터를 으깨고 고루 섞어 속을 판 가지에 채운 뒤 다진 마늘과 무염 치즈를 올려 180℃로 예열한 오븐에 5분간 굽는다.', '중간 불로 달군 팬에 식용유(20㎖)를 두른 뒤 채 썬 가지, 양배추, 파프리카, 당근을 2분간 볶아 꺼낸다.', '같은 팬에 식용유(15㎖)를 두른 뒤 한입 크기로 썬 양배추와 청경채, 후춧가루(0.5g)를 넣어 3분간 볶아 꺼낸다.', '구운 김에 불린 라이스페이퍼 → 달걀지단 → 깻잎 → 볶은 채 썬 채소 순으로 넣어 돌돌 말아 한입 크기로 썬다.', '그릇에 구운 가지 → 볶은 양배추와 청경채 → 김밥 순으로 올리고 꽃잎과 파슬리가루(2g)를 뿌려 마무리한다.']",548.4,58.3,15.9,28.0,229.8
322,들깨 곤약 냉채,"닭가슴살(40g), 노랑 파프리카(20g), 양파(15g), 오이(15g), 당근(15g), 곤약면(80g), 어린잎채소(10g), 겨잣가루(10g), 식초(20g), 올리고당(10g), 들깻가루(10g), 소금(0.3g), 저염 간장(0.5g)","['닭가슴살은 끓는 물에 7분간 삶아 건진 뒤 결대로 찢어 준비한다.', '노랑 파프리카, 양파, 오이, 당근은 채 썬다.', '곤약면은 끓는 물에 살짝 데쳐 건진 뒤 찬물에 씻어 체에 밭쳐 물기를 제거한다.', '들깨소스를 만든다.', '곤약면에 삶은 닭가슴살, 채 썬 채소, 들깨소스를 넣어 버무린다.', '그릇에 담고 어린잎채소를 올린다.']",124.0,10.2,14.3,2.9,55.2
323,요거트 단호박 샐러드,"단호박(100g), 감자(5g), 표고버섯(5g), 불린 곤드레나물(10g), 불린 쌀(30g), 건포도(5g), 건무화과(5g), 볶은 호두(5g), 볶은 아몬드 슬라이스(5g), 라즈베리(5g), 요거트(20g)","['단호박은 껍질을 벗겨 찜기에 넣어 5분간 찐 뒤 으깬다.', '감자와 표고버섯은 채 썰고, 불린 곤드레나물은 잘게 썬다.', '냄비에 불린 쌀, 채 썬 감자와 표고버섯, 불린 곤드레나물, 물(20㎖)을 넣어 센 불로 5분 30초간 끓인다.', '오븐 팬에 감자곤드레밥을 얇게 편 뒤 180℃로 예열한 오븐에 구워 누룽지를 만든다.', '으깬 단호박에 건과일과 볶은 호두, 볶은 아몬드 슬라이스를 넣어 고루 섞는다.', '그릇에 건과일과 견과류를 섞은 단호박을 예쁘게 담고 곤드레 누룽지와 라즈베리, 요거트를 올린다.']",270.6,48.1,8.5,4.9,36.2
324,타이거새우 현미볶음밥,"[ 2인분 ] 브로콜리(¼개), 양파(¼개), 파프리카(빨강, 노랑 각 ¼개), 쪽파(2대), 블랙타이거새우(8마리), 현미밥(2공기), 청양고추(2개), 레몬(½개), 다진 마늘(3Ts), 버터(3Ts)","['브로콜리는 윗동만 분리해 다지고, 양파, 파프리카, 청양고추는 잘게 다지고, 쪽파는 송송 썰고, 레몬은 2등분한다. ', '블랙타이거새우는 깨끗하게 씻은 뒤 머리를 제거한다. ', '약한 불로 달군 팬에 식용유를 두르고, 다진 마늘을 넣어 튀기듯 볶은 뒤 양파를 넣어 볶는다. ', '손질한 블랙타이거새우와 버터를 넣은 뒤 새우의 색이 변할 때까지 볶고, 다진 파프리카, 청양고추, 브로콜리를 넣어 2분간 볶는다. ', '그릇에 현미밥을 담고, 볶은 블랙타이거 새우와 국물을 골고루 뿌린다. ', '송송 썬 쪽파와 레몬을 올려 마무리한다.']",536.9,44.8,31.9,25.6,318.3
325,카레크림 두부면 파스타,"[ 2인분 ] 콜리플라워(200g), 양송이버섯(2개), 양파(½개), 마늘(3쪽), 무가당 두유(2컵), 두부면(1팩=100g), 바질(3장), 올리브유(1Ts), 다진 마늘(1ts), 강황가루(2Ts), 식초(1ts), 파슬리가루(1ts)","['콜리플라워는 잘게 썰고, 양송이버섯과 양파는 3mm 두께로 채 썰고, 마늘(2쪽)은 납작 썬다. ', '\n믹서에 잘게 썬 콜리플라워, 무가당 두유, 물(1컵), 마늘(1쪽)을 넣어 곱게 갈아 콜리플라워 크림을 만든다. ', '중간 불로 달군 팬에 올리브유를 두른 뒤 다진 마늘을 볶고, 납작 썬 마늘, 양파, 양송이버섯을 넣어 양파가 숨이 죽을 때까지 볶는다. ', '콜리플라워 크림을 넣은 뒤 끓어오르면 강황가루와 두부면을 넣어 골고루 섞는다. ', '바질을 넣어 고루 섞고, 불을 끈 뒤 식초를 넣어 고루 섞는다. ', '그릇에 카레크림 두부면 파스타를 담고, 파슬리가루를 뿌려 마무리한다.']",197.7,9.8,16.2,10.4,66.2
326,홍합 배춧국,"홍합 50g, 배추 50g, 무 30g, 마늘 2g, 파 3g, 홍고추 1g, 소금 0.3g","['끓는 물에 한 입 크기로 썬 무를 넣는다.', '무가 투명해지면 배추를 넣고 끓인다.', '홍합을 넣는다.', '홍합이 입을 벌리면 마늘을 다져 넣어 조미한다.', '소금을 넣는다.', '어슷 썬 파와 홍고추를 고명으로 올린다.']",23.07,2.14,2.01,0.72,60.48
327,얼큰 콩나물 수제비,"콩나물 50g, 황태머리 40g, 고추장 10g, 밀가루 100g, 고춧가루 5g, 소금 2g","['밀가루에 소금을 섞어 반죽한 뒤 숙성시킨다.', '황태머리를 구운 뒤 찬물에 넣고 끓여 육수를 만들어 거즈에 거른다.', '냄비에 2의 육수를 붓고 콩나물 1/2를 넣은 뒤 끓어 오르면 고추장과 고춧가루를 풀어 끓인다.', '숙성된 수제비 반죽을 밀어 따로 끓인 물에 삶아 건진다.', '3에 4의 수제비를 넣고 한소끔 끓인다.', '나머지 콩나물을 넣어 완성한다.']",228.82,47.95,9.06,0.09,466.2
328,"단호박 생선탕수, 키위소스","동태살 120g, 단호박 10g, 당근 15g, 오이 15g, 양파 15g, 전분 30g, 계란 110g, 튀김가루 10g, 목이버섯 3g, 식초 15g, 키위소스 20g","['따뜻한 물에 부린 목이버섯, 동태살, 당근, 오이, 양파를 먹기 좋은 크기로 썬다.', '동태살에 소금과 흰후추로 밑간을 하고 녹말과 계란 흰자를 섞어 튀김옷을 만든다.', '동태살에 튀김옷을 입혀 기름에 튀긴다.', '물, 계란, 튀김가루를 섞어 튀김옷을 만든 뒤 단호박을 튀긴다.', '프라이팬에 기름을 두르고 당근, 양파, 목이버섯을 볶는다.', '5에 키위소스, 식초를 넣고 전분물을 넣어 농도를 맞춘 뒤 튀긴 재료와 오이를 섞는다.']",116.56,13.68,3.85,5.16,140.65
329,낙지모듬초말이,"낙지 30g, 가지 12g, 오이 7g, 표고버섯 24g, 당근 10g, 미나리 12g, 홍고추 0.1g, 설탕 15g, 식초 25g, 물 30m , 사과 10g, 간장10g, 고춧가루 1g, 깨 1g","['낙지는 살짝 데치고 한입 크기로 썬다.', '오이와 당근, 표고, 가지는 얇게 동그란 모양으로 썰고 가지와 표고를 살짝 구워준다.', '설탕, 식초, 물로 초절이 양념을 만들어 오이, 당근, 구운 가지와 표고를 절인다.', '③의 재료에 낙지를 올린 후 데친 미나리로 감싼다.', '사과를 잘게 다져서 준비한다.', '사과, 간장, 고춧가루, 설탕, 식초, 깨로 소스를 만들어 초말이와 제공한다.']",46.7,7.3,3.7,0.3,67.5
330,양파토마토스튜,"[ 2인분 ] 마늘(4쪽), 토마토(2개), 양파(1개), 월계수잎(2장), 육수용 멸치(½컵), 다시마(5×5cm, 2장)","['물(8컵)에 육수 재료와 마늘(2쪽)을 넣어 끓으면 다시마를 건진 뒤 약한 불 로 30분간 더 끓여 육수를 만든다. ', '토마토는 꼭지를 제거하고, 열십자로 칼집을 낸 뒤 끓는 물에 30초간 데쳐 찬물에 담근다. ', '데친 토마토는 껍질을 벗긴 뒤 씨를 제거하고, 1×1cm 크기로 썬다. ', '양파는 3mm 두께로 채 썰고, 마늘(2쪽)은 1mm 두께로 채 썬다. ', '중간 불로 달군 마른 냄비에 채 썬 양파와 물(1Ts)을 넣어 진한 갈색이 될 때까지 볶는다. ', '토마토를 넣어 으깨가며 5분간 볶고, 육수(6컵), 월계수잎, 채 썬 마늘을 넣어 10분간 끓이고 마무리한다.']",36.2,4.9,1.6,1.2,155.8
331,황금팽이 비빔국수,"[ 2인분 ] 황금팽이버섯(400g), 양파( 개), 상추(2장), 깻잎(2장), 오이(½개), 천도복숭아(½개), 새우살(½컵), 게살(½컵), 고춧가루(3Ts), 물(3Ts), 현미식초(1.5Ts), 저염 간장(1.5Ts), 다진 마늘(0.5Ts), 참기름(1.5Ts), 참깨(0.3Ts)","['황금팽이버섯은 밑동을 자른 뒤 낱낱이 가르고, 양파, 상추, 깻잎, 오이는 채 썰고, 천도복숭아는 웨지 모양으로 썬다. ', '끓는 물에 황금 팽이버섯을 넣어 5분간 삶아 건진 뒤 찬물에 헹궈 물기를 뺀다. ', '같은 물에 새우살과 게살을 30초간 데쳐 건진 뒤 찬물에 헹궈 물기를 뺀다. ', '양념장을 만든다. ', '손질한 재료를 그릇에 담고, 양념장을 곁들여 마무리한다.']",102.7,6.9,12.8,2.6,314.7
332,맛살 미역줄기전,"[ 4인분 ] 미역 줄기(1팩=300g), 양파(½개), 맛살(135g), 건새우(1컵), 부침가루(1컵), 튀김가루(½컵), 탄산수(1컵), 아보카도유(1Ts)","['미역 줄기는 흐르는 물에 여러 번 헹구고, 찬물에 1시간 정도 담가둔다. ', '미역 줄기는 한입 크기로 썰고, 양파는 얇게 채 썰고, 맛살은 낱낱이 가른다. ', '끓는 물에 맛살을 살짝 데쳐 건진 뒤 물기를 제거한다. ', '반죽 재료를 고루 섞은 뒤 손질한 재료를 넣어 대충 섞는다. ', '중간 불로 달군 팬에 아보카도유를 두른 뒤 반죽을 적당한 크기로 떼어 올리고, 건새우를 얹는다. ', '반죽이 불투명해지면 뒤집고, 앞뒤로 노릇하게 구워 마무리한다.']",128.2,11.9,4.1,7.2,519.2
333,해산물샐러드와 미나리소스,"[ 2인분 ] 새송이버섯(1개), 방울토마토(200g), 오징어(1마리), 칵테일새우(200g), 후춧가루(약간), 다진 마늘(1Ts), 올리브유(1Ts), 레몬즙(1Ts), 후춧가루(약간), 미나리(50g), 깻잎(2장), 마늘(2쪽), 올리브유(3.5Ts), 체더치즈(2.5Ts), 아몬드(5개)","['새송이버섯은 모양대로 도톰하게 썰고, 방울토마토는 꼭지를 제거한 뒤 열십자 모양을 내고, 오징어 몸통 부분에 사선으로 칼집을 낸 뒤 후춧가루를 뿌린다. ', '칵테일새우는 양념에 버무린 뒤 20분간 재운다. ', '중간 불로 달군 마른 팬에 새송이버섯, 방울토마토를 넣어 노릇하게 구워 꺼낸다. ', '같은 팬에 새우, 오징어를 넣어 겉면의 색이 변할 때까지 구워 꺼낸다. ', '믹서에 페스토 재료를 넣어 곱게 간다. ', '그릇에 미나리 페스토를 담고, 손질한 재료를 올려 마무리한다.']",216.9,8.6,23.9,9.6,454.2
334,매운요거트 토마토샐러드,"[ 2인분 ] 토마토(2개), 양파(¼개), 감자(¼개), 노랑 파프리카(¼개), 브로콜리(¼개), 새우(4마리) 고추기름(1Ts), 후춧가루(0.3Ts), 다진 마늘(0.3Ts), 플레인 요거트(½컵), 고추장(0.3Ts)","['토마토는 윗부분을 약간 자른 뒤 속을 파낸다. ', '양파, 감자, 노랑 파프리카, 브로콜리, 새우는 1×1cm 크기로 썬다. ', '중간 불로 달군 팬에 고추기름을 두르고, 손질한 채소를 넣어 양파가 투명해질 때까지 볶는다. ', '새우와 후춧가루를 넣은 뒤 고루 섞으며 볶는다. ', '고추장 요거트 드레싱을 만든다. ', '토마토 속에 ④의 볶은 재료를 담고, 고추장 요거트 드레싱을 곁들여 마무리한다.']",88.9,6.1,7.8,3.7,198.3
335,포두부채소잡채,"?필수  : 포두부(100g), 참느타리버섯(45g), 양파(45g), 게맛살(15g), 청피망(15g), 홍피망(15g), 파(10g), 생강(3g), 식용유(3g)?양념 : 다진마늘(10g), 설탕(15g), 노두유(3g)","['포두부, 양파, 피망, 파, 생강은 가늘게 채 썬다.', '참느타리버섯, 게맛살은 가늘게 찢는다.', '냄비에 물을 끓이고 포두부는 미리 데쳐 체에 밭쳐 물기를 뺀다.', '팬에 식용유를 두른 뒤 파, 다진 마늘, 생강을 볶는다.', '손질한 채소와 참느타리버섯, 게맛살을 넣어 볶는다.', '채소가 익으면 데쳐 놓은 포두부를 넣고 볶다가 노두유와 설탕으로 간을 해 마무리한다.']",289.0,17.5,22.2,14.5,308.2
